Date Precip
1-Jan-72	8.1
2-Jan-72	4.4
3-Jan-72	7.0
4-Jan-72	0.0
5-Jan-72	0.0
6-Jan-72	0.0
7-Jan-72	1.9
8-Jan-72	1.2
9-Jan-72	0.0
10-Jan-72	0.1
11-Jan-72	0.0
12-Jan-72	0.2
13-Jan-72	1.8
14-Jan-72	0.2
15-Jan-72	0.2
16-Jan-72	0.2
17-Jan-72	1.5
18-Jan-72	9.2
19-Jan-72	1.0
20-Jan-72	0.2
21-Jan-72	0.4
22-Jan-72	2.5
23-Jan-72	3.3
24-Jan-72	0.2
25-Jan-72	0.1
26-Jan-72	0.0
27-Jan-72	0.0
28-Jan-72	4.8
29-Jan-72	19.4
30-Jan-72	0.9
31-Jan-72	0.1
1-Feb-72	0.0
2-Feb-72	0.0
3-Feb-72	0.0
4-Feb-72	0.0
5-Feb-72	0.2
6-Feb-72	0.1
7-Feb-72	0.1
8-Feb-72	0.0
9-Feb-72	3.8
10-Feb-72	0.0
11-Feb-72	0.1
12-Feb-72	0.1
13-Feb-72	0.1
14-Feb-72	0.2
15-Feb-72	0.0
16-Feb-72	0.0
17-Feb-72	2.9
18-Feb-72	2.1
19-Feb-72	6.7
20-Feb-72	11.2
21-Feb-72	6.1
22-Feb-72	2.1
23-Feb-72	42.2
24-Feb-72	12.5
25-Feb-72	0.1
26-Feb-72	0.3
27-Feb-72	0.3
28-Feb-72	0.2
29-Feb-72	0.0
1-Mar-72	1.2
2-Mar-72	0.1
3-Mar-72	0.5
4-Mar-72	0.0
5-Mar-72	0.0
6-Mar-72	0.0
7-Mar-72	1.7
8-Mar-72	0.5
9-Mar-72	1.8
10-Mar-72	2.1
11-Mar-72	16.1
12-Mar-72	0.6
13-Mar-72	0.2
14-Mar-72	4.0
15-Mar-72	4.0
16-Mar-72	1.3
17-Mar-72	22.4
18-Mar-72	35.7
19-Mar-72	8.7
20-Mar-72	1.2
21-Mar-72	0.3
22-Mar-72	0.1
23-Mar-72	1.1
24-Mar-72	6.5
25-Mar-72	7.0
26-Mar-72	0.6
27-Mar-72	0.2
28-Mar-72	0.2
29-Mar-72	0.1
30-Mar-72	0.0
31-Mar-72	0.0
1-Apr-72	0.0
2-Apr-72	3.3
3-Apr-72	0.3
4-Apr-72	0.1
5-Apr-72	0.1
6-Apr-72	0.0
7-Apr-72	1.6
8-Apr-72	0.3
9-Apr-72	1.9
10-Apr-72	0.0
11-Apr-72	0.0
12-Apr-72	0.3
13-Apr-72	1.3
14-Apr-72	0.1
15-Apr-72	0.0
16-Apr-72	1.7
17-Apr-72	0.1
18-Apr-72	0.1
19-Apr-72	0.1
20-Apr-72	0.2
21-Apr-72	0.0
22-Apr-72	0.1
23-Apr-72	0.1
24-Apr-72	0.2
25-Apr-72	0.1
26-Apr-72	0.1
27-Apr-72	0.2
28-Apr-72	3.7
29-Apr-72	0.1
30-Apr-72	0.0
1-May-72	0.0
2-May-72	0.0
3-May-72	0.0
4-May-72	1.8
5-May-72	20.7
6-May-72	0.1
7-May-72	0.1
8-May-72	0.0
9-May-72	0.0
10-May-72	0.1
11-May-72	0.0
12-May-72	0.0
13-May-72	0.0
14-May-72	0.2
15-May-72	0.2
16-May-72	5.6
17-May-72	1.8
18-May-72	7.0
19-May-72	0.3
20-May-72	0.1
21-May-72	0.2
22-May-72	0.0
23-May-72	0.0
24-May-72	0.0
25-May-72	0.0
26-May-72	0.1
27-May-72	0.2
28-May-72	0.8
29-May-72	0.0
30-May-72	0.0
31-May-72	0.2
1-Jun-72	0.2
2-Jun-72	2.6
3-Jun-72	3.8
4-Jun-72	1.8
5-Jun-72	0.1
6-Jun-72	0.6
7-Jun-72	0.4
8-Jun-72	0.0
9-Jun-72	0.5
10-Jun-72	0.0
11-Jun-72	0.0
12-Jun-72	1.3
13-Jun-72	0.0
14-Jun-72	4.4
15-Jun-72	1.2
16-Jun-72	13.8
17-Jun-72	0.0
18-Jun-72	0.9
19-Jun-72	0.3
20-Jun-72	0.3
21-Jun-72	0.6
22-Jun-72	0.3
23-Jun-72	2.4
24-Jun-72	8.4
25-Jun-72	6.3
26-Jun-72	2.2
27-Jun-72	4.4
28-Jun-72	1.6
29-Jun-72	7.0
30-Jun-72	2.2
1-Jul-72	1.7
2-Jul-72	0.6
3-Jul-72	13.6
4-Jul-72	2.2
5-Jul-72	1.1
6-Jul-72	0.1
7-Jul-72	2.6
8-Jul-72	11.4
9-Jul-72	0.7
10-Jul-72	5.1
11-Jul-72	0.1
12-Jul-72	0.4
13-Jul-72	3.2
14-Jul-72	10.2
15-Jul-72	4.2
16-Jul-72	8.4
17-Jul-72	0.0
18-Jul-72	2.8
19-Jul-72	0.0
20-Jul-72	7.2
21-Jul-72	2.5
22-Jul-72	4.8
23-Jul-72	0.0
24-Jul-72	0.0
25-Jul-72	0.0
26-Jul-72	1.4
27-Jul-72	2.9
28-Jul-72	5.5
29-Jul-72	0.0
30-Jul-72	0.0
31-Jul-72	0.0
1-Aug-72	0.0
2-Aug-72	0.2
3-Aug-72	0.0
4-Aug-72	0.0
5-Aug-72	1.9
6-Aug-72	1.3
7-Aug-72	0.1
8-Aug-72	0.1
9-Aug-72	0.0
10-Aug-72	0.0
11-Aug-72	0.0
12-Aug-72	0.4
13-Aug-72	8.0
14-Aug-72	10.8
15-Aug-72	3.6
16-Aug-72	0.1
17-Aug-72	0.1
18-Aug-72	0.1
19-Aug-72	14.8
20-Aug-72	5.4
21-Aug-72	0.1
22-Aug-72	5.3
23-Aug-72	0.2
24-Aug-72	0.3
25-Aug-72	0.2
26-Aug-72	5.0
27-Aug-72	4.9
28-Aug-72	2.1
29-Aug-72	6.0
30-Aug-72	3.9
31-Aug-72	0.2
1-Sep-72	7.5
2-Sep-72	0.6
3-Sep-72	0.0
4-Sep-72	0.4
5-Sep-72	1.8
6-Sep-72	0.1
7-Sep-72	0.0
8-Sep-72	0.0
9-Sep-72	0.0
10-Sep-72	0.0
11-Sep-72	0.0
12-Sep-72	1.9
13-Sep-72	1.7
14-Sep-72	0.1
15-Sep-72	0.4
16-Sep-72	0.0
17-Sep-72	1.2
18-Sep-72	1.2
19-Sep-72	1.3
20-Sep-72	7.0
21-Sep-72	0.2
22-Sep-72	2.6
23-Sep-72	0.9
24-Sep-72	25.0
25-Sep-72	0.6
26-Sep-72	0.0
27-Sep-72	3.3
28-Sep-72	1.0
29-Sep-72	5.4
30-Sep-72	5.2
1-Oct-72	0.2
2-Oct-72	0.7
3-Oct-72	11.3
4-Oct-72	0.0
5-Oct-72	6.2
6-Oct-72	6.5
7-Oct-72	0.0
8-Oct-72	9.6
9-Oct-72	0.0
10-Oct-72	0.6
11-Oct-72	3.7
12-Oct-72	54.0
13-Oct-72	3.4
14-Oct-72	0.1
15-Oct-72	1.5
16-Oct-72	16.2
17-Oct-72	0.0
18-Oct-72	0.1
19-Oct-72	0.0
20-Oct-72	0.0
21-Oct-72	4.3
22-Oct-72	0.2
23-Oct-72	0.3
24-Oct-72	1.0
25-Oct-72	0.0
26-Oct-72	0.1
27-Oct-72	0.1
28-Oct-72	24.9
29-Oct-72	3.5
30-Oct-72	1.2
31-Oct-72	2.9
1-Nov-72	0.0
2-Nov-72	2.2
3-Nov-72	0.7
4-Nov-72	3.7
5-Nov-72	0.4
6-Nov-72	3.8
7-Nov-72	6.7
8-Nov-72	0.2
9-Nov-72	0.0
10-Nov-72	0.8
11-Nov-72	2.4
12-Nov-72	0.5
13-Nov-72	0.3
14-Nov-72	0.2
15-Nov-72	0.3
16-Nov-72	0.2
17-Nov-72	0.0
18-Nov-72	1.1
19-Nov-72	0.4
20-Nov-72	0.2
21-Nov-72	0.9
22-Nov-72	0.2
23-Nov-72	0.0
24-Nov-72	9.9
25-Nov-72	18.0
26-Nov-72	14.3
27-Nov-72	0.8
28-Nov-72	4.1
29-Nov-72	4.6
30-Nov-72	1.9
1-Dec-72	0.0
2-Dec-72	1.3
3-Dec-72	0.0
4-Dec-72	0.0
5-Dec-72	0.0
6-Dec-72	0.0
7-Dec-72	0.1
8-Dec-72	0.1
9-Dec-72	0.0
10-Dec-72	0.0
11-Dec-72	0.2
12-Dec-72	0.1
13-Dec-72	0.0
14-Dec-72	0.0
15-Dec-72	0.5
16-Dec-72	0.0
17-Dec-72	1.9
18-Dec-72	2.3
19-Dec-72	18.5
20-Dec-72	10.8
21-Dec-72	8.4
22-Dec-72	4.2
23-Dec-72	1.4
24-Dec-72	0.0
25-Dec-72	2.6
26-Dec-72	11.7
27-Dec-72	0.2
28-Dec-72	0.8
29-Dec-72	2.2
30-Dec-72	9.1
31-Dec-72	0.6
1-Jan-73	2.8
2-Jan-73	1.3
3-Jan-73	0.6
4-Jan-73	5.5
5-Jan-73	1.3
6-Jan-73	3.1
7-Jan-73	15.2
8-Jan-73	5.8
9-Jan-73	4.1
10-Jan-73	0.4
11-Jan-73	0.1
12-Jan-73	1.7
13-Jan-73	2.4
14-Jan-73	0.1
15-Jan-73	0.0
16-Jan-73	1.5
17-Jan-73	0.9
18-Jan-73	0.7
19-Jan-73	9.2
20-Jan-73	0.7
21-Jan-73	0.0
22-Jan-73	0.6
23-Jan-73	1.0
24-Jan-73	1.8
25-Jan-73	0.0
26-Jan-73	0.0
27-Jan-73	0.0
28-Jan-73	9.4
29-Jan-73	0.0
30-Jan-73	1.2
31-Jan-73	0.0
1-Feb-73	0.0
2-Feb-73	8.2
3-Feb-73	13.7
4-Feb-73	10.7
5-Feb-73	1.3
6-Feb-73	6.6
7-Feb-73	0.0
8-Feb-73	1.5
9-Feb-73	1.0
10-Feb-73	0.0
11-Feb-73	9.0
12-Feb-73	0.8
13-Feb-73	1.6
14-Feb-73	1.9
15-Feb-73	0.7
16-Feb-73	0.8
17-Feb-73	3.2
18-Feb-73	10.9
19-Feb-73	1.8
20-Feb-73	2.8
21-Feb-73	11.1
22-Feb-73	0.1
23-Feb-73	0.0
24-Feb-73	0.0
25-Feb-73	0.0
26-Feb-73	0.0
27-Feb-73	3.0
28-Feb-73	6.7
1-Mar-73	4.3
2-Mar-73	0.0
3-Mar-73	1.6
4-Mar-73	1.0
5-Mar-73	0.1
6-Mar-73	0.0
7-Mar-73	1.9
8-Mar-73	20.7
9-Mar-73	0.2
10-Mar-73	0.0
11-Mar-73	24.3
12-Mar-73	5.0
