  52149  47205  82150 100931  98408  97351  96489  88830  80876  85750
  72351  61198  46561  50361  83236  94343  84748  79828  69068  69362
  59404  53530  50212  37972  40157  40274  66592  79839  87341  87594
  82344  83712  78194  81704  69088  47026  45234  55431  79325  97983
  86806  81424  86398  82522  80078  85560  64819  53847  51300  47909
  71941  84982  91301  82741  73523  69465  71504  68039  55069  42827
  33363  41367  61879  73835  74848  83007  75461  77291  75961  79393
  67443  69041  54856  58287  91584 116013 115627 116946 107747 111663
 102149 102882  92904  80362  76185  76306 111358 119840 135167 131870
 119078 131324 120491 116990  97428  73195  77105  73560 105136 120453
 131643 114822 114746 106806  84504  86004  70488  46767  43292  57593
  76946 102237  96340  99318  90715  79782  73443  69460  57898  41041
  39791  39959  62498  77777  92782  90284  92782  90655  84517  93826
  71646  55650

